icao,name,municipality,iso_country,type
09GA,Sunbelt Strip,Moultrie,US,small_airport
09IA,Skydive Iowa Airport,Brooklyn,US,small_airport
09ID,Taylor Ranch Landing Area Airport,Moscow,US,small_airport
09II,Gibbons Field,Valeene,US,small_airport
09IN,Gordon Airport,Columbia City,US,small_airport
09IS,Swedish American Heliport,Rockford,US,heliport
09KS,Coffman Airport,Wellsville,US,small_airport
09KY,Baptist Hospital East Heliport,Louisville,US,heliport
09LA,Era Helicopters Fourchon Helibase Heliport,Golden Meadow,US,heliport
09LL,Pine Hill Airport,Capron,US,small_airport
09LS,West Feliciana Sheriff's Office Heliport,St Francisville,US,heliport
09MA,Kallander Field,Southborough,US,small_airport
09MD,Fly Deep Creek Heliport,McHenry,US,heliport
09ME,Perrotti Skyranch Airfield,Berwick,US,small_airport
09MI,Michigan National Guard Headquarters Heliport,Lansing,US,heliport
09MO,Hogue Farm Airport,Willard,US,small_airport
09MT,Paint Creek Ranch Airport,Sula,US,small_airport
09NC,William Irving Lewis Airport,Broadway,US,small_airport
09NE,Summer Hill Farm Airport,Bennington,US,small_airport
09NJ,Stonebridge Farm Helistop,Somerville,US,heliport
09NR,Dakota Air Ranch Airport,Ramseur,US,small_airport
09NV,West Henderson Hospital Heliport,Henderson,US,heliport
09NY,Spring Lake Fire Department Heliport,Kingston,US,heliport
09OH,Miami Valley Hospital North Heliport,Englewood,US,heliport
09OK,Ragtime Aerodrome,Collinsville,US,small_airport
09OR,Mid-Columbia Medical Center Heliport,The Dalles,US,heliport
09PA,Eagle Field,Port Matilda,US,small_airport
09PN,Hundley Residence Heliport,Kintersville,US,heliport
K09T,Lazy G Bar Ranch Airport,Decatur,US,small_airport
09TE,Running M Ranch Airport,Glen Rose,US,small_airport
09TN,Univ of Tennessee Medical Center Heliport,Knoxville,US,heliport
09TS,Pitcock Rosillos Mountain Ranch Airport,Marathon,US,small_airport
09TX,Smokey Mountain Ranch Airport,Sheffield,US,small_airport
09VA,Alum Ridge STOLport,Floyd,US,small_airport
09VG,Augusta Medical Center Heliport,Fishersville,US,heliport
K09W,South Capitol Street Heliport,Washington,US,heliport
09WA,Holy Family Hospital Heliport,Spokane,US,heliport
09WI,Parkway Farm Strip,Holmen,US,small_airport
09XS,Baptist Medical Center Heliport,San Antonio,US,heliport
0AA0,Tutka Bay Lodge Heliport,Homer,US,heliport
0AA2,Danish Daughter Farm Heliport,Homer,US,heliport
0AA6,Big Salmon Heliport,Haines,US,heliport
0AA7,Kalifornsky Meadows Airport,Kenai,US,small_airport
0AK0,Scotts Airport,Salcha,US,small_airport
0AK1,Anderson Lake Airport,Wasilla,US,small_airport
0AK2,Yentna Bend Strip,Willow,US,small_airport
0AK3,Parker Lake Airport,Montana Creek,US,small_airport
0AK5,Young Creek Airport,May Creek,US,small_airport
0AK6,Victory Airport,Victory Bible Camp,US,small_airport
0AK7,Bradley Lake Hydroelectric Project Airstrip,Homer,US,small_airport
0AK9,Falcon Lake Strip,Point Mackenzie,US,small_airport
0AL0,Huntsville Field,Huntsville,US,heliport
0AL1,Resort Airport,Foley,US,small_airport
0AL2,Clay County Hospital Heliport,Ashland,US,heliport
0AL3,Hospital Pad Heliport,Evergreen,US,heliport
0AL4,Dekalb Regional Medical Center Heliport,Fort Payne,US,heliport
0AL5,Flomaton Airport,Flomaton,US,small_airport
0AL6,D.W. Mcmillian Memorial Hospital Heliport,Brewton,US,heliport
0AL7,Gadsden Regl Medical Center Heliport,Gadsden,US,heliport
0AL8,Brookwood Medical Center Heliport,Birmingham,US,heliport
0AL9,Wilson Creek Airport,Florence,US,small_airport
0AR0,Northwest Medical Center Springdale Heliport,Springdale,US,heliport
0AR2,Mission Field-Marotti Memorial Airport,Crawfordsville,US,small_airport
0AR4,Ozarks Community Hospital Heliport,Gravette,US,heliport
0AR5,Rgnl Medical Center Heliport,Jonesboro,US,heliport
0AR6,Ami National Park Medical Center Heliport,Hot Springs,US,heliport
0AR8,Howard Memorial Hospital Heliport,Nashville,US,heliport
0AR9,Eureka Springs Hospital Heliport,Eureka Springs,US,heliport
0AZ0,Arizona Heart Hospital Heliport,Phoenix,US,heliport
0AZ2,Western Sky Airport,Salome,US,small_airport
0AZ4,Flying Bucket Ranch Airport,Maricopa,US,small_airport
0AZ5,Castle Well Airport,Morristown,US,small_airport
0AZ6,St Joseph's Hospital Heliport,Phoenix,US,heliport
K0B2,Brewer Airport,Brewer,US,small_airport
K0B7,Warren-Sugarbush Airport,Warren,US,small_airport
K0C1,Triple R Airport,Dearborn,US,small_airport
K0C2,Hinckley Airport,Hinckley,US,small_airport
K0C5,Canadian Lakes Airport,Canadian Lakes,US,small_airport
IL22,Grandpas' Farm Mendota Airport,Mendota,US,small_airport
K0C8,Cushing Field Ltd Airport,Newark,US,small_airport
0CA2,VA Greater Los Angeles Health Care Center Heliport,Los Angeles,US,heliport
0CA3,Crawford Airport,Santa Ynez,US,small_airport
0CA4,Shepherd Farm Airport,Santa Ynez,US,small_airport
0CA5,Hoffman Private Airport,Santa Ysabel,US,small_airport
0CA6,Emory Ranch Airport,Ocotillo,US,small_airport
0CA9,Blech Ranch Airport,Shandon,US,small_airport
0CD0,Delta County Memorial Hospital Heliport,Delta,US,heliport
0CD1,Colorado Plains Medical Center Heliport,Fort Morgan,US,heliport
0CD2,Foxx Valley Airport,Yoder,US,small_airport
0CD4,Kauffman Heliport,Denver,US,heliport
0CD5,Piñon Canyon Airport,Model,US,small_airport
0CD6,Exempla Good Samaritan Heliport,Lafayette,US,heliport
0CD7,Fox Hole Airport,Lafayette,US,small_airport
0CD8,Prowers Medical Center Heliport,Lamar,US,heliport
0CD9,Swedish S.W. Medical Heliport,Littleton,US,heliport
0CL0,Yosemite Hidden Lake Ranch Airport,Raymond,US,small_airport
0CL1,Krey Field Airport,Adelanto,US,small_airport
0CL3,John Nichols Field Airport,Jamul,US,small_airport
0CL4,Glen Fed Heliport,Glendale,US,heliport
0CL5,The Atrium Heliport,Irvine,US,heliport
0CL6,Bohunk's Airpark,Lancaster,US,small_airport
0CL7,Good Samaritan Hospital Heliport,Los Angeles,US,heliport
0CL8,Tera Ultralightport,Ridgecrest,US,small_airport
0CL9,Sce San Jacinto Valley Service Center Heliport,Romoland,US,heliport
0CN1,Fiorini Ranch Airport,Delhi,US,small_airport
0CN2,Sutter Butte Dusters Airport,Live Oak,US,small_airport
0CO0,Longmont United Hospital Heliport,Longmont,US,heliport
0CO1,Dave's Airport,Louisville,US,small_airport
0CO2,Crested Butte Airpark,Crested Butte,US,small_airport
0CO4,Geo-Seis Helicopters Heliport,Fort Collins,US,heliport
0CO6,Flying M & M Ranch Airport,Norwood,US,small_airport
0CO7,Century Helicopters Heliport,Fort Collins,US,heliport
0CO8,Cartwheel Airport,Mead,US,small_airport
0CO9,Van Treese Airport,Monte Vista,US,small_airport
0CT0,Sharon Hospital Heliport,Sharon,US,heliport
0CT1,Bristol-Myers Squibb Company Heliport,Wallingford,US,heliport
0CT2,Windham Hospital Heliport,Willimantic,US,heliport
0CT3,N B G H Heliport,New Britain,US,heliport
0CT4,Burke Heliport,Prospect,US,heliport
0CT5,St Francis Hospital Heliport,Hartford,US,heliport
0CT6,Middletown Heliport,Middletown,US,heliport
0CT7,Bridgeport Hospital Heliport,Bridgeport,US,heliport
0CT8,Danbury Hospital Heliport,Danbury,US,heliport
0CT9,Hartford Hospital Heliport,Hartford,US,heliport
K0D7,Ada Airport,Ada,US,small_airport
MI30,Air Park North,Elmira,US,small_airport
K0E9,Corydon Airport,Corydon,US,small_airport
0FA0,Doral Resort & Country Club Heliport,Miami,US,heliport
0FA1,Ott's Landing Airport,Arcadia,US,small_airport
0FA2,Doctors Memorial Hospital Heliport,Perry,US,heliport
60FA,Brighton Helipad,Brighton,US,heliport
0FA5,Briley Farm Seaplane Base,Oakland,US,seaplane_base
0FA6,Immokalee Helipad,Immokalee,US,heliport
0FA7,Alan B. Miller Medical Center Heliport,Palm Beach,US,heliport
0FD0,The 2A Ranch Airport,Ormond Beach,US,small_airport
0FD1,Panhandle Helicopter LLC Heliport,Panama City Beach,US,heliport
0FD2,Dolphin Stadium Heliport,Miami,US,heliport
0FD3,Dugger Field,Freeport,US,small_airport
0FD5,Breezy Knoll Airport,Defuniak Springs,US,small_airport
0FD6,Fulton Seaplane Base,Sebastian,US,seaplane_base
0FD9,Joy Farms Airport,Defuniak Springs,US,small_airport
0FL0,Harper's Fly-In Ranch Airport,Clewiston,US,small_airport
0FL1,Tampa General Hospital South Helipad,Tampa,US,heliport
0FL2,Alligator Drink Seaplane Base,Geneva,US,seaplane_base
0FL3,Old Town Ems Heliport,Old Town,US,heliport
27FA,Stanchester Airport,Lithia,US,small_airport
0FL7,Wcpx Tv-6 Heliport,Orlando,US,heliport
0FL8,Gary Gale Seaplane Base,Jacksonville,US,seaplane_base
0FL9,Mc Daniel Ranch Inc. Airport,Clewiston,US,small_airport
K0G0,North Buffalo Suburban Airport,Lockport,US,small_airport
K0G5,Grand Marais/Cook County Seaplane Base,Grand Marais,US,seaplane_base
0GA0,Halls Flying Ranch Airport,Hampton,US,small_airport
0GA1,Mustang Field,Hartwell,US,small_airport
0GA2,"Airnautique, Inc. Airport",Hartwell,US,small_airport
0GA3,Ayresouth Airport,Temple,US,small_airport
0GA5,Big Canoe Heliport,Jasper,US,heliport
0GA6,Sunset Strip,Jersey,US,small_airport
0GA8,Paso Fino Farm Airport,Valdosta,US,small_airport
0GA9,Roberta Industrial Park Airport,Roberta,US,small_airport
0GE0,Pinewood Airport,Douglasville,US,small_airport
0GE1,Crystal Lake Airpark,Irwinville,US,small_airport
0GE3,Lookout Mountain Airport,Wildwood,US,small_airport
0GE4,Pecan Patch Airstrip,Sunnyside,US,small_airport
0GE5,Mountain Airpark,Cleveland,US,small_airport
0GE7,Carpenter Airport,Appling,US,small_airport
0GE9,Pegasus Ranch Airport,Rocky Ford,US,small_airport
K0H7,Kahoka Municipal Airport,Kahoka,US,small_airport
K0I2,Brazil Clay County Airport,Brazil,US,small_airport
0IA0,Knoxville Area Community Hospital Heliport,Knoxville,US,heliport
0IA1,St Anthony Regional Hospital Heliport,Carroll,US,heliport
0IA2,Audubon County Memorial Hospital Heliport,Audubon,US,heliport
0IA4,Sharar Field,Mediapolis,US,small_airport
0IA5,Moore Private Airport,Millerton,US,small_airport
0IA7,Cromwell Heliport,Cromwell,US,heliport
0IA8,Hannen Airport,Center Point,US,small_airport
0IA9,Army Reserve Heliport,Middleton,US,heliport
0ID0,South Fork Ranch Airport,Featherville,US,small_airport
0ID1,Ziggy's Airport,Filer,US,small_airport
0ID2,Flying Joseph Ranch Airport,May,US,small_airport
0ID3,Coyote Run Airport,Mountain Home,US,small_airport
0ID4,Black Butte Ranch Airport,Shoshone,US,small_airport
0ID5,Ez Lope Ranch Airport,Oreana,US,small_airport
67ID,Steele Memorial Heliport,Salmon,US,heliport
0ID7,Z X Ranch Airport,Murphy,US,small_airport
0ID8,Pinnacle Airport,Grangeville,US,small_airport
0ID9,Corral Creek Airport,Helmer,US,small_airport
0II0,Chuck's Airport,Albany,US,small_airport
0II2,Creighton Airport,Bremen,US,small_airport
0II5,Marshall Field,Chalmers,US,small_airport
0II7,Frost Field,Greenfield,US,small_airport
0II8,Sutton's Field,Lowell,US,small_airport
0II9,Winters Airport,Martinsville,US,small_airport
0IL0,Hamilton Memorial Hospital Heliport,Mc Leansboro,US,heliport
0IL1,Loyola University Medical Center Heliport,Broadview,US,heliport
0IL2,Griffin Airport,Alma,US,small_airport
0IL4,Advocate Good Samaritan Hospital Heliport,Downers Grove,US,heliport
0IL5,OSF St Luke Medical Center Heliport,Kewanee,US,heliport
0IL6,Northwestern Memorial Healthcare Heliport,DeKalb,US,heliport
0IL7,Davis Restricted Landing Area,Hammond,US,small_airport
0IL9,Jack W Watson Airport,DeKalb,US,small_airport
0IN1,Snider Field,Decker,US,small_airport
0IN2,The Lazy K Airport,Tocsin,US,small_airport
0IN4,Air Park Field,New Haven,US,small_airport
0IN5,Byrne Field,Byrneville,US,small_airport
0IN9,Parrish Airport,Mount Vernon,US,small_airport
0IS0,Trinity Medical Center West Heliport,Rock Island,US,heliport
0IS2,Evanston/Glenbrook Heliport,Glenview,US,heliport
0IS3,Cady Aerial Restricted Landing Area,Rock Falls,US,small_airport
0IS6,Dongola Heliport,Dongola,US,heliport
0IS8,Blessing Hospital At 11th St Heliport,Quincy,US,heliport
0IS9,Bernardin Heliport,West Brooklyn,US,heliport
K0J0,Abbeville Municipal Airport,Abbeville,US,small_airport
K0J8,Flying Ten Airport,Archer,US,small_airport
0JY9,Fleming County Hospital Heliport,Flemingsburg,US,heliport
K0K6,Dobie's Airport,Inola,US,small_airport
0KS0,J V Ranch Airport,Osage City,US,small_airport
0KS4,Norris Airport,Lawrence,US,small_airport
0KS5,Oasis Aerodrome,Great Bend,US,small_airport
0KS7,Mono Aircraft Airport,Cheney,US,small_airport
0KS8,Pearce Field,Parsons,US,small_airport
0KS9,Lmn 120 Airport,Douglas,US,small_airport
0KY0,Owen Air Park,Owenton,US,small_airport
0KY1,Arnemann Farms Airport,Franklin,US,small_airport
0KY4,Cambron Field,Owensboro,US,small_airport
0KY7,Clinton-Hickman County Airport,Clinton,US,small_airport
K0L4,Lida Junction Airport,Goldfield,US,small_airport
K0L6,Winn Parish Medical Center Heliport,Winnfield,US,heliport
0LA0,West Hackberry Heliport,Hackberry,US,heliport
0LA1,Double H Ranch Airport,Gonzales,US,small_airport
0LA3,Belcher Airpatch Airport,Belcher,US,small_airport
0LA4,North Caddo Medical Center Heliport,Vivian,US,heliport
0LA5,Conoco Inc Heliport,Grand Isle,US,heliport
0LA7,Exxon Heliport,Grand Isle,US,heliport
0LA8,Jackson Parish Hospital Heliport,Jonesboro,US,heliport
0LA9,Rebel Field,Watson,US,small_airport
0LL0,Kaufield Airport,Belvidere,US,small_airport
0LL1,Jerseyville Aviation Inc Airport,Jerseyville,US,small_airport
0LL2,Murk's Strip,St. Augustine,US,small_airport
0LL3,Koenig Airport,Jerseyville,US,small_airport
0LL4,Flaherty Field,La Salle,US,small_airport
0LL5,Busboom RLA Restricted Landing Area,St Joseph,US,small_airport
0LL6,Gord Airport,Sandwich,US,small_airport
0LL7,Northwestern Medicine Valley West Hospital Heliport,Sandwich,US,heliport
0LS0,Theriot Field,Thibodaux,US,small_airport
0LS3,Evergreen Venice Heliport,Venice,US,heliport
0LS5,Trahan Ultralightport,Carencro,US,small_airport
0LS6,Dufour Airport,Morrow,US,small_airport
0LS7,Morgan Field,New Roads,US,small_airport
0LS8,Lonesome Dove Airfield,Woodlawn,US,small_airport
0LS9,Huenefeld Airport,Monroe,US,small_airport
0MA1,Massachusetts General Hospital Heliport,Boston,US,heliport
0MA2,Healthalliance Hospital-Leominster Heliport,Leominster,US,heliport
0MA3,Reh Heliport,Rehoboth,US,heliport
0MA4,Boston Medical Center Hospital Heliport,Boston,US,heliport
0MA5,Brockton Usar Center Heliport,Brockton,US,heliport
0MA6,Wbz Heliport,Boston,US,heliport
0MA9,Lleia Kyle O'Meara Heliport,Westminster,US,heliport
0MD0,Baltimore Washington Medical Center Heliport,Glen Burnie,US,heliport
0MD1,Taylor Field,Sudlersville,US,small_airport
0MD2,Squier Landing Airport,Newburg,US,small_airport
0MD4,Pond View Private Airport,Chestertown,US,small_airport
0MD6,Walters Airport,Mount Airy,US,small_airport
0MD7,The Aspen Institute Heliport,Queenstown,US,heliport
0MD8,Security Ford Heliport,Arbutus,US,heliport
0MD9,Calvert Memorial Hospital Heliport,Prince Frederick,US,heliport
0ME4,Peasley Field,Otis,US,small_airport
0ME7,Sebago Lake Basin Seaplane Base,North Windham,US,seaplane_base
K5M6,Sugar Springs Airpark,Gladwin,US,small_airport
0MI3,Kelleys Airport,Grayling,US,small_airport
0MI4,Lesterson-Dempsey Airstrip,Gwinn,US,small_airport
0MI6,Young's Airport,Hulbert,US,small_airport
0MI7,Four Star Heliport,Carleton,US,heliport
0MI9,Henry Ford Hospital Heliport,Detroit,US,heliport
0MN0,Winner's Landing Seaplane Base,St Paul Park,US,seaplane_base
0MN2,Grindstone Lake Seaplane Base,Sandstone,US,seaplane_base
0MN3,Lower Hay Lake Seaplane Base,Jenkins,US,seaplane_base
0MN4,Paul's Seaplane Base,Nisswa,US,seaplane_base
0MN7,Ely Bloomenson Community Hospital Heliport,Ely,US,heliport
0MN8,Fagen Field,Granite Falls,US,small_airport
0MO0,Ferros Ranch-Aero Airport,Clinton,US,small_airport
0MO1,Flying G Airport,La Tour,US,small_airport
0MO2,Short-N-Ruff Airport,Caledonia,US,small_airport
0MO4,Bert Walter Berkowitz Heliport,Kansas City,US,heliport
0MO5,Joe D Lewis Airport,Edina,US,small_airport
0MO7,St Joseph Hospital West Heliport,Lake Saint Louis,US,heliport
0MO8,Sloan's Airport,Elsberry,US,small_airport
0MS0,Topton Air Estates Airport,Meridian,US,small_airport
0MS2,Morgan Field,Seminary,US,small_airport
0MS3,Baptist Memorial Hospital-North Ms Heliport,Oxford,US,heliport
0MS4,Sheriff's Courthouse Heliport,Gulfport,US,heliport
0MS6,Levert Heliport,Pass Christian,US,heliport
0MS8,Catfish Point Airport,Benoit,US,small_airport
0MS9,Shenandoah Valley Farms Airport,Houston,US,small_airport
0MT1,Williams Field,Augusta,US,small_airport
0MT2,Big Sandy Medical Center Heliport,Big Sandy,US,heliport
0MT3,Stock Farm Heliport,Hamilton,US,heliport
0MT4,Kimp Airport,Hamilton,US,small_airport
0MT5,Cottonwood Airport,Laurel,US,small_airport
0MT6,Hanson Airport,Marion,US,small_airport
0MT7,Pinehurst Ranch Airport,Thompson Falls,US,small_airport
0MT8,Glacier Heli Tours Heliport,West Glacier,US,heliport
0MT9,Lone Hawk Airport,White Fish,US,small_airport
0MU0,Eagle Field,Ellington,US,small_airport
0MU1,Sunderland Airport,Avilla,US,small_airport
0MU2,Christian Hospital Northeast Heliport,Saint Louis,US,heliport
0MU3,Hannibal Regional Hospital Heliport,Hannibal,US,heliport
0MU4,Slaughter Airport,Marceline,US,small_airport
0MU5,Holden Heliport,Holden,US,heliport
0MU6,Bradbury-Rolf Memorial Heliport,Higginsville,US,heliport
0MU7,Lambs Field,Lone Jack,US,small_airport
0MU8,Prince STOLport,Millersville,US,small_airport
0MU9,RPM Airport,Fair Grove,US,small_airport
0MY0,Kenyon Heliport,Kenyon,US,heliport
0MY1,Bozeman Deaconess Hospital Heliport,Bozeman,US,heliport
K0N4,Chandelle Airport,Dover,US,small_airport
K0N5,Deldot Helistop,Dover,US,heliport
0NA1,Goerger Airport,Barney,US,small_airport
0NA5,Sorlie Airport,Maddock,US,small_airport
0NA9,Boyd's Turf Airport,Golva,US,small_airport
0NC0,Wayne Memorial Hospital Inc. Heliport,Goldsboro,US,heliport
0NC2,Moore Regional Hospital Heliport,Pinehurst,US,heliport
0NC3,Washington County Hospital Heliport,Plymouth,US,heliport
0NC4,Wake Medical Center Heliport,Raleigh,US,heliport
0NC5,Nash General Hospital Heliport,Rocky Mount,US,heliport
0NC6,Our Community Hospital Heliport,Scotland Neck,US,heliport
0NC7,Lindsay Airport,Madison,US,small_airport
0NC8,Flying S Ranch Airport,Cleveland,US,small_airport
0NC9,Maria Parham Health DLP Affiliate Heliport,Henderson,US,heliport
0ND0,Gilbertson Field,Flora,US,small_airport
0ND6,Schumacher Strip,Hague,US,small_airport
0ND7,Saville Private Airport,Hazelton,US,small_airport
0NE0,Merrihew Airport,Ashby,US,small_airport
0NE1,Runner Landing Area Airport,Ashby,US,small_airport
0NE3,Syracuse Hospital Heliport,Syracuse,US,heliport
0NE4,Franklin County Memorial Hospital Heliport,Franklin,US,heliport
0NE6,Frager Field,Fairfield,US,small_airport
0NH3,Brady Sullivan Heliport,Hooksett,US,heliport
0NH7,Leinsing Heliport,Dover,US,heliport
0NJ0,Atlantic City Medical Center Heliport,Atlantic City,US,heliport
0NJ1,Berkeley Township Police Heliport,Bayville,US,heliport
0NJ2,Ballymere Heliport,Morristown,US,heliport
0NJ3,Mount Holly Heliport,Mount Holly,US,heliport
0NJ4,Weichert Headquarters Heliport,Morris Plains,US,heliport
0NJ5,Fla-Net Airport,Netcong,US,small_airport
0NJ6,Dix Field,Linwood,US,small_airport
