icao,name,municipality,iso_country,type
CLG3,Liege / CNRL Airport,Liege,CA,small_airport
CLG7,Legend Airfield,Fort McMurray,CA,small_airport
CLH2,Stettler Health Centre Heliport,Stettler,CA,heliport
CLH4,Lethbridge/Chinook Regional Hospital Heliport,Lethbridge,CA,heliport
CLH5,Chesher Lakehurst Airport,Bobcaygeon,CA,small_airport
CLH6,Lloydminster Hospital Heliport,Lloydminster,CA,heliport
CLH7,Long Harbour River Helideck,,CA,heliport
CLH8,Haines Street Hospital Heliport,Bowmanville,CA,heliport
CLJ2,Lake Joseph Water Aerodrome,Port Carling,CA,seaplane_base
CLJ3,Lethbridge / J3 Airfield,Lethbridge,CA,small_airport
CLJ4,Burnegie Bay Water Aerodrome,Lake Joseph,CA,seaplane_base
CLL2,Langille Lake Seaplane Base,,CA,seaplane_base
CLL3,Lac Lamothe Water Aerodrome,Lac Lamothe,CA,seaplane_base
CLL6,Long Lake (Wavy) Water Aerodrome,Sudbury,CA,seaplane_base
CLM2,Leamington Airport,Leamington,CA,small_airport
CLM3,Lake Muskoka/Alport Bay Seaplane Base,,CA,seaplane_base
CLM4,Lamont Health Care Centre Heliport,Lamont,CA,heliport
CLM5,Lake Muskoka South Seaplane Base,Lake Muskoka,CA,seaplane_base
CLM6,Miller Island Seaplane Base,Lake Muskoka,CA,seaplane_base
CLN4,Beaverlodge / Clanachan Field,,CA,small_airport
CLP2,Montreal / Laval (Artopex Plus) Heliport,Montréal,CA,heliport
CLP3,Lac Polaris (pourvoirie Mirage),,CA,seaplane_base
CLQ2,Queens General Hospital Heliport,Liverpool,CA,heliport
CLR2,Lake Rosseau/John's Bay Seaplane Base,Lake Rosseau,CA,seaplane_base
CLS3,Fort McMurray / South Liege Airfield,,CA,small_airport
CLS4,Porters Lake South Seaplane Base,East Lawrencetown,CA,seaplane_base
CLS7,Blais Aéronautique Inc Water Aerodrome,Lac Simon,CA,seaplane_base
CLV2,Slayner (Clearview Field) Aerodrome,Stayner,CA,small_airport
CLW3,Laurel / Whittington Aerodrome,Laurel,CA,small_airport
CLW6,Conestogo / Largo Woods Field,Conestogo,CA,small_airport
CMA2,Mattawa Airport,Mattawa,CA,small_airport
CMA3,Aeria Helicentre Heliport,Magog,CA,heliport
CMA4,Miminiska Seaplane Base,,CA,seaplane_base
CMA7,Martin Lake Water Aerodrome.,Orrville,CA,seaplane_base
CMB2,Meadowbank Airport,Agnico-Eagle Meadowbank Gold Mine,CA,small_airport
CMB3,Cambridge (Puslinch Lake) Seaplane Base,Cambridge,CA,seaplane_base
CMB6,Lake Muskoka East (Milford Bay) Seaplane Base,Milford Bay,CA,seaplane_base
CMB7,Maxville (Bourdon Farm) Airport,Maxville,CA,small_airport
CMBH,Mount Belcher Heliport,Mount Belcher,CA,heliport
CMC2,Edmonton / Misericordia (Community Hospital) Heliport,Edmonton,CA,heliport
CMC3,Mayerthorpe (Healthcare Centre) Heliport,Mayerthorpe,CA,heliport
CME2,Omemee Airport,Omemee,CA,small_airport
CME3,Bala (Medora Lake),,CA,small_airport
CMF2,Edmonton / Calmar (Maplelane Farm),Edmonton,CA,small_airport
CMF3,Lethbridge (Mercer Field),,CA,small_airport
CMF4,Port Hope (Millson Field),,CA,small_airport
CMH2,Milton (Afi) Heliport,Milton,CA,heliport
CMH3,Lacombe (Mustang Helicopters),,CA,heliport
CMH4,Mirabel Hélico Heliport,Montréal,CA,heliport
CMH6,Canadian Mountain Holidays Heliport,Valemount,CA,heliport
CMI2,Minden (Hospital) Heliport,Minden,CA,heliport
CMK2,McKellar (Manitouwabing) Seaplane Base,McKellar,CA,seaplane_base
CML2,Quamichan Lake (Raven Field) Airport,Quamichan Lake,CA,small_airport
CML3,Mink Lake Water Aerodrome,Carleton,CA,seaplane_base
CML4,Morrison Lake Seaplane Base,Gravenhurst,CA,seaplane_base
CML5,Martin's Landing,Thunder Bay,CA,small_airport
CML6,Six Mile Lake (Hungry Bay) Seaplane Base,,CA,seaplane_base
CML7,Minto Landing,Minto,CA,small_airport
CML8,Saint-Mathieu-de-Laprairie Aerodrome,St-Mathieu-de-Laprairie,CA,small_airport
CMN3,St-Michel-de-Napierville Airport,St-Michel-de-Napierville,CA,small_airport
CMN4,Minto,,CA,small_airport
CMN5,Manic-Cinq Airport,Manicouagan,CA,small_airport
CMN6,Edmonton/Morinville (Mike's Field) Aerodrome,Morinville,CA,small_airport
CMR4,Mountain Road Heliport,Collingwood,CA,heliport
CMR6,Camrose / St Mary's Hospital Heliport,Camrose,CA,heliport
CMS2,Middleton (Soldiers Memorial Hospital) Heliport,Middleton,CA,heliport
CMS3,Marina le Nautique Water Aerodrome,St-Michel-des-Saints,CA,seaplane_base
CMT2,Mont-Tremblant (Lac Maskinongé) Seaplane Base,Mont-Tremblant,CA,seaplane_base
CMW3,Matawatchan Aerodrome,Matawatchan,CA,small_airport
CMW4,Collins Field,Madawaska,CA,small_airport
CMZ2,Arthur (Metz Field),Centre Wellington,CA,small_airport
ZBLX,Liangxiangzhen Air Base,Beijing,CN,medium_airport
ZGCS,Changsha Datuopu Airport / Changsha Air Base,Changsha (Tianxin),CN,medium_airport
ZUBZ,Bazhong Enyang Airport,Bazhong,CN,medium_airport
ZGSG,Shaoguan Danxia Airport,Shaoguan,CN,medium_airport
ZSGS,Jinggangshan Airport,Ji'an,CN,medium_airport
ZLHN,Hainanzhou Gonghe Airport,Hainan (Gonghe),CN,medium_airport
ZWML,Malan Air Base,"Hoxud, Bayingolin",CN,medium_airport
ZSJX,Jiaxing Nanhu Airport,"Xiuzhou, Hangzhou",CN,medium_airport
ZZHN,Zhangzhou Longxi Airport,"Xiangcheng, Zhangzhou",CN,small_airport
ZBNJ,Beijing Nanjiao Airport,Beijing,CN,medium_airport
ZYUH,Jinxi Air Base,Huludao,CN,small_airport
ZYSY,Shenyang Yuhong Quansheng Airport,"Yuhong, Shenyang",CN,medium_airport
ZUDR,Shigatse Tingri Airport,Xigazê (Dingri),CN,medium_airport
ZWTK,Tashikuergan Hongqilafu Airport,Tashikuergan,CN,medium_airport
ZYFK,Faku Caihu Airport,Faku,CN,small_airport
ZUXJ,Chengdu Xinjin Airport,Chengdu (Xinjin),CN,small_airport
ZSTZ,Anji Tianzihu General Airport,Anji,CN,medium_airport
ZSRJ,Ganzhou Ruijin Airport,Ganzhou,CN,small_airport
ZUPL,Ali Pulan Airport,Burang Town,CN,medium_airport
ZWZS,Zhaosu Tianma Airport,Zhaosu,CN,small_airport
ZBMV,Dengkou General Aviation Airport,Bayannur,CN,small_airport
ZSBO,Bozhou Airport (under construction),Bozhou,CN,small_airport
ZWHJ,Hejing Bayinbuluke Airport,Hejing,CN,small_airport
ZWQT,Qitai Jiangbulake Airport,Qitai,CN,small_airport
ZPZT,Zhaotong Zhaoyang Airport,Zhaotong,CN,medium_airport
ZSLI,Lishui Airport,Lishui (Liandu),CN,small_airport
ZSYH,Nanchang Yaohu Airport,Nanchang,CN,small_airport
ZBNY,Beijing Nanyuan Airport,Beijing,CN,small_airport
ZSBA,Bengbu Tenghu Airport,Bengbu,CN,medium_airport
ZBXJ,[Duplicate] Beijing Xijiao Airport,Beijing,CN,medium_airport
CN01,Mendocino Coast District Hospital Heliport,Fort Bragg,US,heliport
CN02,San Francisco VA Medical Center Heliport,San Francisco,US,heliport
CN06,Sonoma Raceway Heliport Pad 2,Sonoma,US,heliport
CN11,Uc Davis Medical Center Life Flight Base Heliport,Sacramento,US,heliport
CN12,Williams Gliderport,Williams,US,small_airport
CN13,Borges - Clarksburg Airport,Clarksburg,US,small_airport
CN14,Queen of the Valley Hospital Heliport,Napa,US,heliport
CN15,Vineyard Oaks Farm Airport,Lemore,US,small_airport
CN16,Mercy Hospital of Folsom Heliport,Folsom,US,heliport
CN17,Rady Childrens Hospital Helipad,San Diego,US,heliport
CN18,San Bernardino Community Hospital Heliport,San Bernardino,US,heliport
CN19,Las Serpientes Airport,Knightsen,US,small_airport
CN20,Ferndale Resort Seaplane Base,Kelseyville,US,seaplane_base
CN23,Harvard Airport,Yermo,US,small_airport
CN25,The Westin Bonaventure Hotel Heliport,Los Angeles,US,heliport
CN26,Rodgers Flat Heliport,Oroville,US,heliport
CN27,Hughes/Canoga Park Heliport,Canoga Park,US,heliport
CN28,Big Creek Helistop,Big Creek,US,heliport
CN29,J-B Airport,Farmington,US,small_airport
CN30,Oceanside Fire Department Heliport,Oceanside,US,heliport
CN33,Airport Imperial Bldg Helistop,El Segundo,US,heliport
CN37,Kelso Valley Airport,Mojave,US,small_airport
CN38,Flying B Ranch Airport,Franklin,US,small_airport
CN39,Operating Engineers Pension Trust Building Heliport,Los Angeles,US,heliport
CN40,Roosevelt Ranch Heliport,Woodland,US,heliport
CN42,Double Creek Ranch Airport,Manton,US,small_airport
CN43,Boeing Anaheim B/250 Heliport,Anaheim,US,heliport
CN44,Flying Bull Airport,Modesto,US,small_airport
CN45,Bear Valley Hospital Heliport,Big Bear Lake,US,heliport
CN46,The McConnell Foundation Heliport,Redding,US,heliport
CN47,Pacoima Dam Heliport,Sylmar,US,heliport
CN48,St Joseph's Medical Center Heliport,Stockton,US,heliport
CN49,Sutter Roseville Medical Center Heliport,Roseville,US,heliport
CN50,Rady Children's Hospital Cul-de-sac Heliport,San Diego,US,heliport
CN51,Community Regional Medical Center Heliport,Fresno,US,heliport
CN52,Oroville Hospital Heliport,Oroville,US,heliport
CN53,Kings County Houston Ave. Heliport,Hanford,US,heliport
CN55,Mercy Hospital Southwest Heliport,Bakersfield,US,heliport
CN57,PG&E HTA-Madera Heliport,Madera,US,heliport
CN62,CS Ranch Heliport,Colusa,US,heliport
CN70,CalEnergy Salton Sea Heliport,Calipatria,US,heliport
CN86,River Highlands Ranch Airport,Grass Valley,US,small_airport
CN88,Kaiser Permanente Vacaville Heliport,Vacaville,US,heliport
CN90,API Gateway Heliport,Calexico,US,heliport
CN93,Sierra Vista Regional Medical Center Heliport,San Luis Obispo,US,heliport
CN95,Heritage Field Airport,Stockton,US,small_airport
CN98,Walters Camp Airport,Palo Verde,US,small_airport
CN99,Del Mar Farms Airport,Patterson,US,small_airport
CNA2,Highgate Airport,Highgate,CA,small_airport
CNA3,Barrie Executive Airport,Barrie,CA,small_airport
CNA4,Emsdale Airport,Katrine,CA,small_airport
CNA5,Uxbridge (Cottage Hospital) Heliport,Uxbridge,CA,heliport
CNA9,Tomvale Airport,Arioch,CA,small_airport
CNB2,Bolton Heliport,Bolton,CA,heliport
CNB3,North Bay Regional Health Centre Helipad,North Bay,CA,heliport
CNB4,Cobourg (Northumberland Hills Hospital) Heliport,Cobourg,CA,heliport
CNB5,Arnprior Seaplane Base,Arnprior,CA,seaplane_base
CNB7,Moosonee Seaplane Base,,CA,seaplane_base
CNB8,Sudbury/Ramsey Lake Seaplane Base,,CA,seaplane_base
CNC2,Cornwall (DEV Centre) Heliport,Cornwall,CA,heliport
CNC3,Brampton-Caledon Airport,,CA,medium_airport
CNC4,Guelph Airport,Guelph,CA,small_airport
CNC5,Sudbury/Azilda Seaplane Base,,CA,seaplane_base
CNC7,Lake Muskoka/Mortimer'S Point Seaplane Base,Port Carling,CA,seaplane_base
CNC8,Temagami Seaplane Base,Temagami,CA,seaplane_base
CNC9,Perth (Great War Memorial Hospital) Heliport,Perth,CA,heliport
CND4,Stanhope Municipal Airport,Haliburton,CA,small_airport
CND6,Granitehill Lake Seaplane Base,,CA,seaplane_base
CND7,Slocan Community Hospital Helipad,New Denver,CA,heliport
CND9,Portage Lake Seaplane Base,,CA,seaplane_base
CNE3,Bearskin Lake Airport,Bearskin Lake,CA,small_airport
CNE4,Iroquois Falls Airport,Iroquois Falls,CA,small_airport
CNE5,Bar River Seaplane Base,Bar River,CA,seaplane_base
CNE6,Geraldton/Hutchison Lake Seaplane Base,Geraldton,CA,seaplane_base
CNE7,Nakina Seaplane Base,,CA,seaplane_base
CNE9,Essex Airport,Essex,CA,small_airport
CNF2,Haliburton (Hospital) Heliport,Haliburton,CA,heliport
CNF3,Pendleton Airport,Pendleton,CA,small_airport
CNF4,Kawartha Lakes Municipal Airport,Lindsay,CA,small_airport
CNF5,Batchawana Seaplane Base,,CA,seaplane_base
CNF6,Haliburton Seaplane Base,,CA,seaplane_base
CNF8,Dwight Airport,Dwight,CA,small_airport
CNF9,Niagara South Airport,Niagara Falls,CA,small_airport
CNG2,Aberdeen Hospital Heliport,New Glasgow,CA,heliport
CNG5,Pembroke (Regional Hospital) Heliport,Pembroke,CA,heliport
CNG6,Bruce County General Hospital Heliport,Walkerton,CA,heliport
CNG8,Greater Niagara General Hospital Heliport,Niagara Falls,CA,heliport
CNH2,Natuashish Airport,Natuashish,CA,small_airport
CNH4,Niagara Health System Heliport,Saint Catharines,CA,heliport
CNH6,Hawk Junction Seaplane Base,,CA,seaplane_base
CNH7,North Bay Seaplane Base,,CA,seaplane_base
CNH9,Nanaimo (West Coast) Heliport,Nanaimo,CA,heliport
CNJ3,Fort Erie Airport,Fort Erie,CA,small_airport
CNJ4,Orillia-Rama Regional Airport,Orillia,CA,small_airport
CNJ5,Hearst/Carey Lake Seaplane Base,Hearst,CA,seaplane_base
CNJ6,Hornepayne Seaplane Base,,CA,seaplane_base
CNJ8,White River Seaplane Base,White River,CA,seaplane_base
CNK4,Parry Sound Area Municipal Airport,Parry Sound,CA,small_airport
CNK5,Dorset/Kawagama Lake (Old Mill Marina) Seaplane Base,,CA,seaplane_base
CNK6,Owen Sound (Grey Bruce Health Services) Heliport,Owen Sound,CA,heliport
CNK7,Canmore/Nakoda Heliport,Kananaskis,CA,heliport
CNK9,Grand River Hospital Heliport,Kitchener-Waterloo,CA,heliport
CNL2,Fort McMurray / North Liege Airfield,,CA,small_airport
CNL3,Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,CA,small_airport
CNL4,Port Elgin Airport,Saugeen Shores,CA,small_airport
CNL5,Chapleau Seaplane Base,,CA,seaplane_base
CNL6,Hurds Lake Seaplane Base,Renfrew,CA,seaplane_base
CNL8,Wyevale (Boker Field) Airport,Tiny,CA,small_airport
CNL9,Nueltin Lake Airport,Nueltin Lake,CA,small_airport
CNM2,Melbourne Airport,Melbourne,CA,small_airport
CNM3,West Nipissing General Hospital Heliport,Sturgeon Falls,CA,heliport
CNM5,Kingfisher Lake Airport,Kingfisher Lake,CA,small_airport
CNM6,Naramata Heliport,Naramata,CA,heliport
CNM7,Pays Plat Seaplane Base,,CA,seaplane_base
CNN3,Shelburne / Fisher Field,Shelburne,CA,small_airport
CNN5,Cochrane Seaplane Base,,CA,seaplane_base
CNN7,Gooderham/Pencil Lake Seaplane Base,,CA,seaplane_base
CNN8,Gananoque Airport,Gananoque,CA,small_airport
CNP2,Lake Rosseau/Windermere Seaplane Base,Windermere,CA,seaplane_base
CNP3,Arnprior Airport,Arnprior,CA,small_airport
CNP6,Nampa / Hockey,,CA,small_airport
CNP7,Iroquois Airport,Iroquois,CA,small_airport
CNP8,Greenbank-Uxbridge-Port Perry Airfield,Uxbridge,CA,small_airport
CNQ3,Niagara Central Dorothy Rungeling Airport,Welland,CA,small_airport
CYTB,Tillsonburg Airport,Tillsonburg,CA,small_airport
CNQ5,Constance Lake Seaplane Base,Ottawa,CA,seaplane_base
CNQ6,Keene/Elmhirst's Resort Seaplane Base,,CA,seaplane_base
CNQ7,Port Loring Seaplane Base,,CA,seaplane_base
CNR2,Innerkip Airport,,CA,small_airport
CNR3,Sault Ste. Marie Heliport,Sault Ste. Marie,CA,heliport
CNR4,Tobermory Airport,Tobermory,CA,small_airport
CNR6,Carleton Place Airport,Carleton Place,CA,small_airport
CNR9,Arnstein Airport,Arnstein,CA,small_airport
CNS2,Smoky Lake Seaplane Base,,CA,seaplane_base
CNS3,Englehart (District Hospital) Heliport,Englehart,CA,heliport
CNS4,Alexandria Aerodrome,North Glengarry,CA,small_airport
CNS9,Smiths Falls (Community Hospital) Heliport,Smiths Falls,CA,heliport
CNT2,Nobel/Sawdust Bay Seaplane Base,Carling,CA,seaplane_base
CNT4,Little Current (Manitoulin Health Centre) Heliport,Little Current,CA,heliport
CNT6,Elmira Airport,Elmira,CA,small_airport
CNU3,Peterborough (Civic Hospital) Heliport,Peterborough,CA,heliport
CNU4,Belleville Aerodrome,Belleville,CA,small_airport
CNU6,Huntsville Seaplane Base,,CA,seaplane_base
CNU8,Toronto Markham Airport,Markham,CA,small_airport
CNV2,Inverness Consolidated Memorial Hospital Heliport,Inverness,CA,heliport
CNV3,New Liskeard (Temiskaming Hospital) Heliport,New Liskeard,CA,heliport
CNV4,Hawkesbury Airport,Hawkesbury,CA,small_airport
CNV5,Elk Lake Seaplane Base,,CA,seaplane_base
CNV6,Orillia/Lake St John Seaplane Base,Orillia,CA,seaplane_base
CNV7,Sault Ste. Marie/Partridge Point Seaplane Base,Sault Ste. Marie,CA,seaplane_base
CNV8,Edenvale Aerodrome,Edenvale,CA,small_airport
CNV9,Québec / Neuville Airport,"Neuville, QC",CA,small_airport
CNW3,Bancroft Community Airport,Bancroft,CA,small_airport
CNW4,Mindemoya (Hospital) Heliport,Mindemoya,CA,heliport
CNW8,Toronto (Hospital For Sick Children) Heliport,Toronto,CA,heliport
CNW9,New Westminster (Royal Columbian Hospital) Heliport,New Westminster,CA,heliport
CNX3,Carey Lake Airport,Carey Lake,CA,small_airport
CNX7,Sparrow Lake Seaplane Base,Port Stanton,CA,seaplane_base
CNX8,Nixon Airport,Simcoe,CA,small_airport
CNY3,Collingwood Regional Airport,Collingwood,CA,small_airport
CNY4,Alliston Airport,Alliston,CA,small_airport
CNY5,Five Mile Lake Seaplane Base,,CA,seaplane_base
CNY8,Toronto (Sunnybrook Medical Centre) Heliport,Toronto,CA,heliport
CNZ2,Anzac (Long Lake) Heliport,,CA,heliport
CNZ4,Madawaska Valley Airpark,Barry's Bay,CA,small_airport
CNZ6,Georgetown (Georgetown & District Hospital) Heliport,Georgetown,CA,heliport
CNZ7,Hanover (District Hospital) Heliport,Hanover,CA,heliport
CNZ8,Grimsby Regional Airport,Grimsby,CA,small_airport
CNZ9,Little Current Seaplane Base,,CA,seaplane_base
SQFQ,Airport Hacienda Nápoles,Puerto Triunfo,CO,small_airport
SKHZ,Virgilio Barco Vargas (La Chorrera) Airport,La Chorrera,CO,small_airport
CO00,Flagler Aerial Spraying Inc Airport,Flagler,US,small_airport
CO01,General Mail Facility Heliport,Denver,US,heliport
CO02,Harrington Ranch Airport,Bennet,US,small_airport
CO03,Aspen Gliderport,Aspen,US,small_airport
CO05,Aurora Presbyterian Hospital Heliport,Aurora,US,heliport
CO06,Wirth Field,New Raymer,US,small_airport
CO07,Athanasiou Valley Airport,Blackhawk,US,small_airport
CO10,Lemons Private Strip,Boulder,US,small_airport
CO11,Granite Mountain Lodge Airport,Salida,US,small_airport
CO12,Brighton Van-Aire Estates Airport,Brighton,US,small_airport
CO15,Kelly Air Park,Elbert,US,small_airport
CO16,Arapahoe Medical Park/Littleton Hospital Heliport,Littleton,US,heliport
CO17,Sky Haven Airport,Byers,US,small_airport
CO18,Chaparral Airport,Deer Trail,US,small_airport
CO19,Tezak Airport,Canon City,US,small_airport
CO20,Flying W Ranch Airport,Cedaredge,US,small_airport
CO21,Craig Heliport,Craig,US,heliport
CO22,Hildebrandt Airport,Bethune,US,small_airport
CO24,Penrose Saint Francis Hospital Heliport,Colorado Springs,US,heliport
CO25,Metrogro Farm Airport,Agate,US,small_airport
CO27,Tanner Field,Cortez,US,small_airport
CO31,Rose Medical Center Heliport,Denver,US,heliport
CO34,St Lukes Hospital Heliport,Denver,US,heliport
CO35,Denver Health Heliport,Denver,US,heliport
CO36,Elbert County Heliport,Kiowa,US,heliport
CO37,St Joseph Hospital Heliport,Denver,US,heliport
CO38,Comanche Airfield Llc Airport,Strasburg,US,small_airport
CO40,Vtol Heliport,Denver,US,heliport
CO42,Circle 8 Ranch Airport,Elizabeth,US,small_airport
CO43,Pinyon Airport,Glade Park,US,small_airport
CO44,Yankee Port Heliport,Greenwood Village,US,heliport
CO45,Avista Adventist Hospital Heliport,Louisville,US,heliport
CO46,Mercy Regional Medical Center Heliport,Durango,US,heliport
CO47,Goldys Field,Gypsum,US,small_airport
CO48,Crop Air Inc Airport,Eaton,US,small_airport
CO50,Aspen Valley Hospital Heliport,Aspen,US,heliport
CO51,Henderson Heliport,Empire,US,heliport
CO52,Marshdale STOLport,Evergreen,US,small_airport
CO53,Yankee Field,Fort Collins,US,small_airport
CO54,G W Flanders Ranch Strip,Falcon,US,small_airport
CO55,Christman Field,Fort Collins,US,small_airport
CO56,Jjs Airport,Keenesburg,US,small_airport
CO57,Rhoads Heliport,Firestone,US,heliport
CO58,Wings N Things Airpark & Museum Airport,Longmont,US,small_airport
CO59,Hay Fever Farm Airport,Galeton,US,small_airport
CO60,Horseshoe Landings Airport,Keenesburg,US,small_airport
CO62,Cherry Creek Townhouse Heliport,Glendale,US,heliport
CO63,Brown's Fort Heliport,Canon City,US,heliport
CO64,Mount San Rafael Heliport,Trinidad,US,heliport
CO65,Geary Ranch Airport,Westcliffe,US,small_airport
CO68,Frederick-Firestone F.S. #2 Heliport,Frederick,US,heliport
CO71,Parkview Medical Center Heliport,Pueblo,US,heliport
CO72,Helitrax / Telluride Heliport,Telluride,US,heliport
CO73,Air Sprayers Number 2 Airport,Hartman,US,small_airport
CO74,Mc Elroy Heliport,Kremmling,US,heliport
CO75,Overlook Athletic Club Heliport,Breckenridge,US,heliport
CO76,Eden Ranch Airport,Hotchkiss,US,small_airport
CO78,Lincoln Community Hospital Heliport,Hugo,US,heliport
CO80,Fowler Airport,Fowler,US,small_airport
CO82,Land Airport,Keenesburg,US,small_airport
CO84,Idlers Field,Kirk,US,small_airport
CO85,Rifle Junction Heliport,Rifle,US,heliport
CO87,Dbs Air Heliport,Rifle,US,heliport
CO88,Kusa Helistop,Denver,US,heliport
CO89,Barber Field,Delta,US,small_airport
CO90,Usaf Academy Bullseye Aux Airstrip,Ellicott,US,small_airport
CO93,Perry Park Airport,Larkspur,US,small_airport
CO95,True Grit South Airport,Telluride,US,small_airport
CO96,Reed Hollow Ranch Airport,Franktown,US,small_airport
CO97,Comanche Springs Ranch Airport,Strasburg,US,small_airport
COB2,Oak Bay Water Aerodrome,Port Severen,CA,seaplane_base
COL2,Orangeville / Laurel Airstrip,Orangeville,CA,small_airport
COP2,Orillia (Ontario Provincial Police) Heliport,Orillia,CA,heliport
COP5,Cooper Falls Airstrip,,CA,small_airport
COR2,Val D'or (St. Pierre) Heliport,,CA,heliport
COR3,Orono Field,,CA,small_airport
COS2,Iona Station (Bobier Strip),,CA,small_airport
CPA2,Mount Forest (Louise Marshall Hospital) Heliport,Mount Forest,CA,heliport
CPA3,Palmerston (District Hospital) Heliport,Palmerston,CA,heliport
CPA4,Simcoe (Dennison Field) Airport,Simcoe,CA,small_airport
CPA5,Tarten Heliport,Toronto,CA,heliport
CPA6,Hagersville (West Haldimand General Hospital) Heliport,Hagersville,CA,heliport
CPA7,Meaford (General Hospital) Heliport,Meaford,CA,heliport
CPA8,Simcoe (Norfolk General Hospital) Heliport,Simcoe,CA,heliport
CPA9,Dunnville (Haldimand War Memorial Hospital) Heliport,Dunnville,CA,heliport
CPB2,Fergus (Groves Memorial Community Hospital) Heliport,Fergus,CA,heliport
CPB3,Welland County General Hospital Heliport,Welland,CA,heliport
CPB5,Pilot Butte Airport,Pilot Butte,CA,small_airport
CPB7,Bancroft (North Hastings District Hospital) Heliport,Bancroft,CA,heliport
CPB8,Paramount Bistcho Airport,Paramount Bistcho,CA,small_airport
CPB9,Baldwin Airport,Baldwin,CA,small_airport
CPC2,Port Carling Airport,Port Carling,CA,small_airport
CPC3,Walter's Field,Belwood,CA,small_airport
CPC4,Brampton (National D) Heliport,Brampton,CA,heliport
CPC5,Avon Bay Helideck,Port Carling,CA,heliport
CPC6,Teeswater (Thompson Field) Airport,Teeswater,CA,small_airport
CPC7,Pontiac Airpark Water Aerodrome,Pontiac,CA,seaplane_base
CPC8,W Shores Helideck,Port Carling,CA,heliport
CPC9,Huntsville (Memorial District Hospital) Heliport,Huntsville,CA,heliport
CPD2,Ethel Airport,Ethel,CA,small_airport
CPD3,Durham (Memorial Hospital) Heliport,Durham,CA,heliport
CPD4,Brussels (Armstrong Field) Airport,Brussels,CA,small_airport
CPD5,Paudash Lake Seaplane Base,Paudash,CA,seaplane_base
CPD6,Parry Sound/St. Waleran Island Seaplane Base,,CA,seaplane_base
CPD9,Markdale (Centre Grey General Hospital) Heliport,Markdale,CA,heliport
CPE2,Ajax (Pickering General Hospital) Heliport,Ajax,CA,heliport
CPE3,Elk Lake Airport,Elk Lake,CA,small_airport
CPE4,Cambridge / Reid's Field,Cambridge,CA,small_airport
CPE5,Port Colborne Airport,Wainfleet,CA,small_airport
CPE6,Sundridge/South River Airpark,South River,CA,small_airport
CPE9,Armstrong Heliport,Armstrong,CA,heliport
CPF2,Bar River Airport,Echo Bay,CA,small_airport
CPF3,Parti Field,Dunrobin,CA,small_airport
CPF4,Bruce McPhail Memorial Airport,Haley Station,CA,small_airport
CPF6,Stoney Creek Airport,Stoney Creek,CA,small_airport
CPF7,Southampton Airport,Southampton,CA,small_airport
CPF9,Lake Rosseau/Arthurlie Bay Seaplane Base,,CA,seaplane_base
CPG3,Fort Erie (Eurocopter Canada) Heliport,Fort Erie,CA,heliport
CPG4,Elmira (East) Airport,Elmira,CA,small_airport
CPG5,Hawkesbury (East) Airport,Hawkesbury,CA,small_airport
CPG7,Juergensen Field,Centre Wellington,CA,small_airport
CPG8,Chatham (Public General Hospital) Heliport,Chatham,CA,heliport
CPG9,Renfrew (Victoria Hospital) Heliport,Renfrew,CA,heliport
CPH2,Rolph Airport,Deep River,CA,small_airport
CPH4,Potvin Heli-Base Heliport,Dolbeau-Mistassini,CA,heliport
CPH7,Markham Stouffville Heliport,Toronto,CA,heliport
CPH9,Fordwich Airport,Fordwich,CA,small_airport
CPJ2,Alliston Heliport,Alliston,CA,heliport
CPJ3,Hamilton (Chedoke-McMaster Hospital) Heliport,Hamilton,CA,heliport
CPJ4,Geraldton (District Hospital) Heliport,Geraldton,CA,heliport
CPJ5,Stirling Airport,Stirling,CA,small_airport
CPJ6,St-Pierre-Jolys (Carl's Field),St-Pierre-Jolys,CA,small_airport
CPJ7,Kingston (General Hospital) Heliport,Kingston,CA,heliport
CPJ9,Manitowaning Seaplane Base,,CA,seaplane_base
CPK2,Strathroy (Blue Yonder) Airport,Strathroy,CA,small_airport
CPK3,Hamilton (General Hospital) Heliport,Hamilton,CA,heliport
CPK6,Toronto (Mississauga Credit Valley Hospital) Heliport,Toronto,CA,heliport
CPK7,Ottawa (Children's Hospital) Heliport,Ottawa,CA,heliport
CPK8,Black Donald Lake Seaplane Base,Renfrew,CA,seaplane_base
CPK9,Arthur (Peskett Field),,CA,small_airport
CPL2,Bracebridge (South Muskoka Memorial Hospital) Heliport,Bracebridge,CA,heliport
CPL3,Kars / Rideau Valley Air Park,Kars,CA,small_airport
CPL4,Grand Bend Airport,Grand Bend,CA,small_airport
CPL6,Parkland Airport,Spruce Grove,CA,small_airport
CPM3,Pourvoirie Mirage Aerodrome,Mirage Lodge,CA,small_airport
CPM5,Volk Airport,Tottenham,CA,small_airport
CPM7,Bradford Aerodrome,Bradford West Gwillimbury,CA,small_airport
CPN3,Moose Factory Heliport,Moose Factory,CA,heliport
CPN5,Listowel Airport,Listowel,CA,small_airport
CPN6,Algoma Mills Seaplane Base,,CA,seaplane_base
CPN7,Carleton Place (District Memorial Hospital) Heliport,Carleton Place,CA,heliport
CPN8,London (Pioneer Airpark),London,CA,small_airport
CPN9,Lake Panache Water Aerodrome,Whitefish,CA,seaplane_base
CPO2,Portage District General Hospital Heliport,Portage la Prairie,CA,heliport
